l1_identifier,l1_label,l2_identifier,l2_label,l2_example,l3_identifier,l3_label,l3_definition,l3_example,l4_identifier,l4_label,l4_definition,l4_example,l5_identifier,l5_label,l5_definition,l5_example
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.1,Segnale di divieto generico,,,V.2.2.1.9,Divieto di svolta a destra,Vieta ai conducenti di girare a destra. Non più previsto dal codice della strada del 1992.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_svolta_a_destra.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.1,Segnale di divieto generico,,,V.2.2.1.10,Divieto di svolta a sinistra,Vieta ai conducenti di girare a sinistra. Non più previsto dal codice della strada del 1992.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_svolta_a_sinistra.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.2,Segnale di divieto specifico,,,V.2.2.2.1,"Divieto di sorpasso per veicoli di massa a pieno carico oltre 3,5 t","Indica il divieto a tutti i veicoli, non adibiti al trasporto di persone, di massa a pieno carico superiore a 3,5 t di sorpassare i veicoli a motore. Consente il sorpasso dei veicoli privi di motore solo se la manovra può compiersi entro la semicarreggiata. Si fa riferimento alla massa a pieno carico indicata sulla carta di circolazione (tara più portata). Un pannello integrativo può specificare un diverso valore della massa.","https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_sorpasso_per_veicoli_oltre_3,5t.svg"
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.2,Segnale di divieto specifico,,,V.2.2.2.2,Divieto di sorpasso tra autotreni,Vieta il sorpasso tra autosnodati o autoarticolati. Non più previsto dal codice della strada del 1992; le dimensioni della versione normale erano di 900 mm (invece di 600 mm).,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_sorpasso_tra_autotreni.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.2,Segnale di divieto specifico,,,V.2.2.2.3,Divieto di transito ai veicoli a trazione animale,Vieta il transito ai veicoli a trazione animale.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_transito_alla_trazione_animale.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.2,Segnale di divieto specifico,,,V.2.2.2.4,Divieto di transito ai pedoni,Vieta il transito ai pedoni.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_transito_vietato_ai_pedoni.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.2,Segnale di divieto specifico,,,V.2.2.2.5,Divieto di transito ai velocipedi,Vieta il transito ai velocipedi (ossia biciclette e veicoli ad esse affini).,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_transito_alle_biciclette.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.2,Segnale di divieto specifico,,,V.2.2.2.6,Divieto di transito ai motocicli,Vieta il transito ai motocicli.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_transito_motocicli.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.2,Segnale di divieto specifico,,,V.2.2.2.7,Divieto di transito ai veicoli a braccia,Vieta il transito ai veicoli a braccia quali carrelli e carretti a mano.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_transito_a_veicoli_a_braccia.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.2,Segnale di divieto specifico,,,V.2.2.2.8,Divieto di transito a tutti gli autoveicoli,"Vieta il transito a tutti gli autoveicoli, ai motoveicoli a tre ruote e ai quadricicli a motore.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_transito_a_tutti_gli_autoveicoli.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.2,Segnale di divieto specifico,,,V.2.2.2.9,Divieto di transito agli autobus,Vieta il transito ai veicoli adibiti al trasporto di persone con più di 9 posti complessivi (autobus).,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_transito_agli_autobus.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.2,Segnale di divieto specifico,,,V.2.2.2.10,"Divieto di transito ai veicoli che trasportano merci con massa complessiva superiore a 3,5 tonnellate",Vieta il transito ai veicoli da trasporto non adibiti al trasporto di persone.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_transito_ai_veicoli_da_trasporto.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.2,Segnale di divieto specifico,,,V.2.2.2.11,"Divieto di transito ai veicoli che trasportano merci con massa autorizzata a pieno carico superiore oltre le 6,5 t",Vieta il transito ai veicoli da trasporto non adibiti al trasporto di persone con massa autorizzata a pieno carico superiore al carico indicato in tonnellate.,"https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_transito_ai_veicoli_da_trasporto_6,5t.svg"
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.2,Segnale di divieto specifico,,,V.2.2.2.12,Divieto di transito a tutti i veicoli a motore trainanti un rimorchio,Vieta il transito ai veicoli a motore trainanti un rimorchio.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_transito_ai_veicoli_a_motore_con_rimorchio.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.2,Segnale di divieto specifico,,,V.2.2.2.13,Divieto di transito alle macchine agricole,Vieta il transito alle macchine agricole cingolate o gommate.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_transito_alle_macchine_agricole.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.2,Segnale di divieto specifico,,,V.2.2.2.14,Divieto di transito ai veicoli che trasportano merci pericolose,"Vieta il transito ai veicoli che trasportano merci pericolose, come esplosivi, benzina, materie tossiche o radioattive.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_transito_a_trasporti_pericolosi.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.2,Segnale di divieto specifico,,,V.2.2.2.15,Divieto di transito ai veicoli che trasportano esplosivo o prodotti facilmente infiammabili,Vieta il transito ai veicoli che trasportano esplosivo o prodotti facilmente infiammabili.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_d…eto_di_transito_ai_veicoli_con_esplosivi_od_infiammabili.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.2,Segnale di divieto specifico,,,V.2.2.2.16,Divieto di transito ai veicoli che trasportano sostanze suscettibili di contaminare l'acqua,Vieta il transito ai veicoli che trasportano sostanze suscettibili di contaminare l'acqua.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_transito_agli_inquinanti_idrici.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.2,Segnale di divieto specifico,,,V.2.2.2.17,Divieto di transito ai ciclomotori,"Vieta il transito ai ciclomotori. Non previsto dal Codice della strada italiano, ma usato. Il simbolo è invece previsto come segnale di indicazione.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_transito_motocicli_B.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.2,Segnale di divieto specifico,,,V.2.2.2.18,Divieto di transito alle motocarrozzette,"Vieta il transito ai veicoli a tre ruote destinati al trasporto di persone, con al massimo quattro posti compreso il conducente. È abbinato solamente al segnale di preavviso di inizio autostrada e di inizio strada extraurbana principale: e . Il simbolo è invece previsto come segnale di indicazione.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_transito_motocarrozzette.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.3,Segnale di limitazione alle dimensioni e alla massa dei veicoli,,,V.2.2.3.1,"Divieto di transito ai veicoli aventi larghezza superiore a 2,30 m",Vieta il transito ai veicoli aventi larghezza superiore a quella indicata in metri.,"https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_transito_larghezza_2,30m.svg"
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.3,Segnale di limitazione alle dimensioni e alla massa dei veicoli,,,V.2.2.3.2,"Divieto di transito ai veicoli aventi altezza superiore a 3,50 m",Vieta il transito ai veicoli aventi altezza superiore a quella indicata in metri.,"https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_transito_altezza_3,50m.svg"
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.3,Segnale di limitazione alle dimensioni e alla massa dei veicoli,,,V.2.2.3.3,Divieto di transito ai veicoli od ai complessi di veicoli di lunghezza superiore ai 10 m,Vieta il transito ai veicoli od ai complessi di veicoli di lunghezza superiore alla lunghezza indicata in metri. Vale anche di notte o per i mezzi che trasportano persone (autobus).,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_transito_ai_veicoli_lunghi.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.3,Segnale di limitazione alle dimensioni e alla massa dei veicoli,,,V.2.2.3.4,"Divieto di transito ai veicoli aventi massa superiore a 7,00 t",Vieta il transito ai veicoli aventi massa superiore a quella indicata in tonnellate al momento del transito. Vale anche per mezzi che trasportano di persone (autobus).,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_transito_a_veicoli_di_massa_sopra_7t.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.3,Segnale di limitazione alle dimensioni e alla massa dei veicoli,,,V.2.2.3.5,"Divieto di transito ai veicoli aventi peso per asse superiore a 7,00 t",Vieta il transito ai veicoli aventi sull'asse più caricato una massa superiore a quella indicata al momento del transito.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_transito_a_carico_su_asse_7t.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.4,Segnale che indica la fine di un divieto,,,V.2.2.4.1,Via libera,Indica il punto dove le prescrizioni precedentemente indicate cessano di essere valide.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_via_libera.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.4,Segnale che indica la fine di un divieto,,,V.2.2.4.2,Fine del limite massimo di velocità,Indica la fine del limite sulla velocità massima alla quale i veicoli possono procedere e ripristina il consueto limite di velocità relativo al tipo di strada percorsa. Dal 1992 sostituiscono i segnali con il vecchio carattere.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_fine_limite_di_velocit%C3%A0_50.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.4,Segnale che indica la fine di un divieto,,,V.2.2.4.3,Fine del divieto di sorpasso,Indica la fine del divieto a tutti i veicoli di sorpassare i veicoli a motore diversi dai motocicli e dai ciclomotori.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_fine_del_divieto_di_sorpasso.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.4,Segnale che indica la fine di un divieto,,,V.2.2.4.4,"Fine del divieto di sorpasso per veicoli di massa a pieno carico oltre 3,5 t","Indica la fine del divieto a tutti i veicoli non adibiti al trasporto di persone di massa a pieno carico oltre 3,5 t di sorpassare i veicoli a motore.","https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_fine_del_divieto_di_sorpasso_per_veicoli_oltre_3,5t.svg"
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.4,Segnale che indica la fine di un divieto,,,V.2.2.4.5,Fine del divieto di sorpasso tra autotreni,Indica la fine del divieto di sorpasso tra autosnodati o autoarticolati. Non più previsto dal codice della strada del 1992; le dimensioni della versione normale erano di 900 mm (invece di 600 mm).,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_fine_del_divieto_di_sorpasso_tra_autotreni.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.5,"Segnale di fermata, di sosta e di parcheggio",,,V.2.2.5.1,Divieto di sosta,"Vieta la sosta, fermata prolungata (parcheggio) ai veicoli, in quei luoghi dove per regola generale non vige tale divieto. Senza iscrizioni integrative il divieto è permanente nelle 24 ore nelle strade extraurbane. Sulle strade urbane il divieto vige dalle ore 8.00 alle ore 20.00. Cessa la sua validità se non ripetuto al successivo incrocio, vieta la sosta sul lato della strada dove è posto. Il cartello permette la sosta nel tratto precedente al segnale, tranne nei casi ci sia un pannello integrativo con una freccia rivolta verso il basso. Può essere integrato da pannelli che specifichino la portata del divieto o dal pannello di rimozione forzata.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_sosta.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.5,"Segnale di fermata, di sosta e di parcheggio",,,V.2.2.5.2,Divieto di fermata,"Vieta la sosta e la fermata o qualsiasi temporanea sospensione della marcia ai veicoli. Ha sempre validità permanente ed in qualsiasi caso è disposta la rimozione forzata del veicolo. Prima del 1992 il divieto di fermata era indicato con il segnale corredato da un pannello integrativo con la scritta ""DIVIETO DI FERMATA"".",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_fermata.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.5,"Segnale di fermata, di sosta e di parcheggio",,,V.2.2.5.3,Parcheggio,"Indica un parcheggio autorizzato. Consente la sosta a tempo indeterminato salvo indicazioni differenti. Con pannelli integrativi si possono specificare la disposizione dei veicoli, i costi, le limitazioni di orari o di particolari veicoli. Quando si esce da un parcheggio si deve dare la precedenza ai veicoli in transito. Sulle autostrade a volte è a fondo verde. Quest'ultimo segnale non è però previsto dal codice della strada. Dal 1992 sostituisce il segnale d'indicazione.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_parcheggio.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.5,"Segnale di fermata, di sosta e di parcheggio",,,V.2.2.5.4,Preavviso di parcheggio,"Indica un parcheggio autorizzato. Consente la sosta a tempo indeterminato salvo indicazioni differenti. Con pannelli integrativi si possono specificare la disposizione dei veicoli, i costi, le limitazioni di orari o di particolari veicoli. Quando si esce da un parcheggio si deve dare la precedenza ai veicoli in transito.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_preavviso_di_parcheggio.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.5,"Segnale di fermata, di sosta e di parcheggio",,,V.2.2.5.5,Passo carrabile,"Indica un passo carrabile. Nella fascia superiore deve essere indicato l'ente proprietario della strada su cui il segnale è apposto, in quella inferiore il numero di autorizzazione e l'anno di rilascio. Senza queste informazioni il segnale non ha valore. Il segnale ha dimensioni normali di 45x25 cm e dimensioni maggiorate di 60x40 cm. Il segnale è anche presente nelle versioni con iscrizione in doppia lingua, limitatamente alle regioni che beneficiano di un regime di bilinguismo.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_passo_carrabile_2.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.5,"Segnale di fermata, di sosta e di parcheggio",,,V.2.2.5.6,Sosta consentita a particolari categorie,"Indica che la sosta è consentita solamente alla categoria indicata dal simbolo presente sul segnale; il divieto di sosta non si applica quindi ai veicoli della categoria indicata (negli esempi, persone invalide munite di contrassegno, ambulanze).",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_parcheggio_riservato_pronto_soccorso.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.5,"Segnale di fermata, di sosta e di parcheggio",,,V.2.2.5.7,Sosta consentita a invalidi (personalizzato),"Indica che la sosta è consentita solamente alla persona detentrice del contrassegno i cui estremi sono indicati sul segnale. Il segnale prevede il divieto di sosta a tutti gli altri veicoli, anche se a servizio di persone invalide, ma diverse dal titolare dello stallo.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_parcheggio_riservato_ai_disabili_ad_personam_-_new.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.5,"Segnale di fermata, di sosta e di parcheggio",,,V.2.2.5.8,Regolazione flessibile della sosta in centro abitato,Indica regolamentazioni flessibili nella sosta e nel divieto di sosta nei centri urbani o nelle località turistiche.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_--_regolazione_flessibile_della_sosta_in_centro.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.5,"Segnale di fermata, di sosta e di parcheggio",,,V.2.2.5.9,Divieto di sosta a giorni alterni,Vieta la sosta sul lato sinistro nei giorni dispari e sul lato destro nei giorni pari. Non più previsto dal codice della strada del 1992.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_sosta_D-P.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.5,"Segnale di fermata, di sosta e di parcheggio",,,V.2.2.5.10,Divieto di sosta a giorni alterni,Vieta la sosta sul lato sinistro nei giorni pari e sul lato destro nei giorni dispari. Non più previsto dal codice della strada del 1992.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_sosta_P-D.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.2,Segnale di divieto,,,V.2.2.5,"Segnale di fermata, di sosta e di parcheggio",,,V.2.2.5.11,Sosta regolamentata,Consente la sosta nella zona interessata tramite esposizione di disco orario. Non più previsto dal codice della strada del 1992.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_divieto_di_parcheggio.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.1,Direzione obbligatoria dritto,Indica che la sola direzione consentita al conducente è quella di andare dritto e viene installato all'inizio dell'obbligo.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_direzione_obbligatoria_dritto.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.2,Direzione obbligatoria a destra,Indica che la sola direzione consentita al conducente è quella di andare a destra e viene installato all'inizio dell'obbligo.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_direzione_obbligatoria_a_destra.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.3,Direzione obbligatoria a sinistra,Indica che la sola direzione consentita al conducente è quella di andare a sinistra e viene installato all'inizio dell'obbligo.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_direzione_obbligatoria_a_sinistra.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.4,Preavviso di direzione obbligatoria a destra,Preavvisa che la sola direzione consentita al conducente è quella di andare a destra. Può essere integrato da un pannello che indica la distanza alla quale inizia l'obbligo.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_preavviso_di_direzione_obbligatoria_a_destra.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.5,Preavviso di direzione obbligatoria a sinistra,Preavvisa che la sola direzione consentita al conducente è quella di andare a sinistra. Può essere integrato da un pannello che indica la distanza alla quale inizia l'obbligo.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_preavviso_di_direzione_obbligatoria_a_sinistra.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.6,Direzioni consentite a destra ed a sinistra,Obbliga a svoltare o a destra o a sinistra.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_direzioni_consentite_a_destra_ed_a_sinistra.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.7,Direzioni consentite dritto ed a destra,Obbliga a procedere dritto o a svoltare a destra.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_direzioni_consentite_a_dritto_ed_a_destra.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.8,Direzioni consentite dritto ed a sinistra,Obbliga a procedere dritto o a svoltare a sinistra.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_direzioni_consentite_a_dritto_ed_a_sinistra.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.9,Passaggio obbligatorio a destra,"Obbliga i conducenti a passare a destra dell'ostacolo come un cantiere, uno spartitraffico, un salvagente o un'isola di traffico.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_passaggio_obbligatorio_a_destra.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.10,Passaggio obbligatorio a sinistra,"Obbliga i conducenti a passare a sinistra dell'ostacolo come un cantiere, uno spartitraffico, un salvagente o un'isola di traffico.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_passaggio_obbligatorio_a_sinistra.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.11,Passaggi consentiti,"Obbliga i conducenti a passare a destra o a sinistra dell'ostacolo come un cantiere, uno spartitraffico, un salvagente o un'isola di traffico.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_passaggi_consentiti.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.12,Rotatoria,Indica ai conducenti l'obbligo di circolare nel verso antiorario indicato dalle frecce attorno all'area di rotazione. È posto subito prima di una piazza dove si svolge circolazione rotatoria. Sulle strade extraurbane è preceduto dal segnale di preavviso di circolazione rotatoria.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_rotatoria.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.13,Limite minimo di velocità,"Vieta ai conducenti di procedere ad una velocità inferiore a quella indicata, non superando però i limiti massimi previsti per quel tipo di strada. Inoltre vieta il transito ai veicoli che per le loro caratteristiche costruttive non siano in grado di raggiungere la velocità indicata. Dal 1992 sostituisce i segnali con il vecchio carattere.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_limite_minimo_di_velocit%C3%A0_30.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.14,Fine del limite minimo di velocità,Indica la fine della validità del limite minimo di velocità.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_fine_limite_minimo_di_velocit%C3%A0_30.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.15,Catene da neve obbligatorie,Vieta il transito ai veicoli sprovvisti di catene o gomme da neve. Le catene devono essere montate sulle ruote motrici immediatamente dopo il segnale. Dal 1992 sostituisce il segnale d'indicazione transito con catene o pneumatici da neve.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_catene_da_neve_obbligatorie.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.16,Percorso pedonale,Indica un percorso o un'area riservata ai pedoni Dal 1992 sostituisce il segnale viale pedonale.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_percorso_pedonale.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.17,Fine percorso pedonale,Indica la fine di un percorso o un'area riservata ai pedoni.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_fine_percorso_pedonale.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.18,Pista ciclabile,"Indica l'inizio o il proseguimento di un percorso, corsia o itinerario riservati alle biciclette.",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_pista_ciclabile.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.19,Fine pista ciclabile,Indica la fine di un itinerario percorribile esclusivamente da biciclette.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_fine_pista_ciclabile.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.20,Percorso pedonale e ciclabile,"Indica l'inizio di un itinerario percorribile sia da pedoni, sia da ciclisti (promiscuo).",https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_percorso_pedonale_e_ciclabile.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.21,Fine percorso pedonale e ciclabile,Indica la fine di un itinerario riservato alla circolazione di biciclette e ciclisti.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_fine_percorso_pedonale_e_ciclabile.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.22,Pista ciclabile contigua al marciapiede,Indica un itinerario costituito da una pista ciclabile affiancata ad un marciapiede.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_pista_ciclabile_contigua_al_marciapiede.svg
V,Segnaletica verticale,V.2,Segnale di prescrizione,,V.2.3,Segnale di obbligo,,,V.2.3.1,Segnale di obbligo generico,,,V.2.3.1.23,Fine di pista ciclabile contigua al marciapiede,Indica la fine di un itinerario costituito da una pista ciclabile affiancata ad un marciapiede.,https://it.wikipedia.org/wiki/File:Italian_traffic_signs_-_fine_pista_ciclabile_contigua_al_marciapiede.svg
